n,bias_x,bias_y,bias_mag,jitter_x,jitter_y,rmse,stem,dose,rep,shift,source,n_pred,n_true,matched_frac,spurious_frac,sigma_px,crb,condition,arch
131,0.008633993031295972,-0.008209600349644575,0.011913999058475358,0.11514384978475943,0.1289901895740708,0.25103627252258426,07364,1000,0,0.25,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.03946214065025799,0.056508879947500645,0.06892397302551402,0.16227416457569704,0.16422463364720155,0.2946430749348689,07364,1000,0,0.375,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
131,-0.010359431322406465,-0.026849770020419328,0.028778950075933358,0.11338235241376682,0.1326293090833255,0.21983356762179437,07364,1000,0,0.375,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.050126338484563604,0.0457269734355199,0.06784987774080205,0.15307550883438825,0.14500445556662772,0.30010994410085046,07364,1000,0,0.5,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
131,-0.0061648111670074,-0.034110744247911384,0.03466334908619302,0.14331322047836537,0.1269692052392986,0.2370692829314741,07364,1000,0,0.5,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.053168478091180305,0.039077184615635474,0.06598419068244134,0.14644781180773736,0.15255769116365478,0.29476819324114995,07364,1000,0,0.625,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
131,-0.013073059509466134,-0.01730378379855324,0.021686996534447008,0.1338409526016265,0.16184754600118006,0.23170814731467548,07364,1000,0,0.625,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.03408303188622597,0.03216781576638539,0.046865994428131025,0.1722274327885966,0.14947537293646315,0.29668835712433184,07364,1000,0,0.75,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
131,-0.011084762929442604,-0.001990098002508489,0.011261991798147132,0.10106342741940527,0.12023093053154678,0.23166632771769097,07364,1000,0,0.75,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.03728660028311026,0.03895478725583956,0.05392370546262709,0.16893667716369262,0.1529771188075806,0.2969598578555631,07364,1000,0,0.875,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
131,0.008032621154669073,-0.013579231428650473,0.015777152113334202,0.12789933845778598,0.12864267698757026,0.22453566729201022,07364,1000,0,0.875,raw,131,133,0.9849624060150376,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
132,0.04412941284569882,0.06030209551306598,0.07472447926464969,0.17819728410234287,0.16181213468719824,0.3016144329531359,07364,1000,1,0.0,denoised,132,133,0.9924812030075187,0.0,2.9999999999999996,0.0195394456310795,no_n2v,AtomSegNet
